;table;tableDescription;fieldNr;fieldName;fieldDescription;dataType;length
;SCCHR     ;Statusbedömning;12;REMCOST   ;Cost;Y;8
;SCCHR     ;Statusbedömning;13;FIXDATE   ;Åtgärdad datum;T;8
;SCCHR     ;Statusbedömning;14;GENERATEPU;Generera planerat underhåll;I;4
;SCCHR     ;Statusbedömning;15;TIMESTAMP ;;C;10
;SCCHT     ;Förändringstyp;1;KEYSCCHT  ;Förändringstyp;C;15
;SCCHT     ;Förändringstyp;2;CAPTION   ;Benämning;C;60
;SCCHT     ;Förändringstyp;3;SYSSTD    ;Systemstandard;I;4
;SCCHT     ;Förändringstyp;4;TIMESTAMP ;;C;10
;SCCSV     ;State rate;1;KEYSCCSV  ;State rate;C;15
;SCCSV     ;State rate;2;KEYFBBES  ;Besiktning;C;15
;SCCSV     ;State rate;3;STATUSTECH;Technical state;N;20
;SCCSV     ;State rate;4;STATUSCLIM;Indoor climate;N;20
;SCCSV     ;State rate;5;STATUSFUNC;Functionality;N;20
;SCCSV     ;State rate;6;TIMESTAMP ;;C;10
;SCEFT     ;Konsekvenstyp;1;KEYSCEFT  ;Konsekvenstyp;C;15
;SCEFT     ;Konsekvenstyp;2;CAPTION   ;Konsekvenstyp;C;60
;SCEFT     ;Konsekvenstyp;3;TIMESTAMP ;;C;10
;SKAFA     ;AFF Huvudgrupp;1;KEYSKAFA  ;AFF Huvudgrupp;C;15
;SKAFA     ;AFF Huvudgrupp;2;CODE      ;AFF Huvudgrupp;C;10
;SKAFA     ;AFF Huvudgrupp;3;CAPTION   ;Benämning;C;120
;SKAFA     ;AFF Huvudgrupp;4;REPABKOD  ;Systemstandard;I;4
;SKAFA     ;AFF Huvudgrupp;5;TIMESTAMP ;;C;10
;SKAFB     ;AFF Åtgärdsgrupp nivå 1;1;KEYSKAFB  ;AFF Åtgärdsgrupp nivå 1;C;15
;SKAFB     ;AFF Åtgärdsgrupp nivå 1;2;KEYSKAFA  ;AFF Huvudgrupp;C;15
;SKAFB     ;AFF Åtgärdsgrupp nivå 1;3;CODE      ;AFF Åtgärdsgrupp nivå 1;C;10
;SKAFB     ;AFF Åtgärdsgrupp nivå 1;4;CAPTION   ;Benämning;C;120
;SKAFB     ;AFF Åtgärdsgrupp nivå 1;5;REPABKOD  ;Systemstandard;I;4
;SKAFB     ;AFF Åtgärdsgrupp nivå 1;6;TIMESTAMP ;;C;10
;SKAFC     ;AFF Åtgärdsgrupp nivå 2;1;KEYSKAFC  ;AFF Åtgärdsgrupp nivå 2;C;15
;SKAFC     ;AFF Åtgärdsgrupp nivå 2;2;KEYSKAFB  ;AFF Åtgärdsgrupp nivå 1;C;15
;SKAFC     ;AFF Åtgärdsgrupp nivå 2;3;CODE      ;AFF Åtgärdsgrupp nivå 2;C;10
;SKAFC     ;AFF Åtgärdsgrupp nivå 2;4;CAPTION   ;Benämning;C;120
;SKAFC     ;AFF Åtgärdsgrupp nivå 2;5;REPABKOD  ;Systemstandard;I;4
;SKAFC     ;AFF Åtgärdsgrupp nivå 2;6;TIMESTAMP ;;C;10
;SKAOK     ;Kopplingstabell skötsel och arbetsorder.;1;KEYSKAOK  ;Kopplingstabell periodiska arbeten och arbetsorder;C;15
;SKAOK     ;Kopplingstabell skötsel och arbetsorder.;2;KEYSKUND  ;Drift/Administration;C;15
;SKAOK     ;Kopplingstabell skötsel och arbetsorder.;3;KEYAOUPR  ;Arbetsorderrad;C;15
;SKAOK     ;Kopplingstabell skötsel och arbetsorder.;4;ATGDATE   ;Åtgärdsdatum;T;8
;SKAOK     ;Kopplingstabell skötsel och arbetsorder.;5;TIMESTAMP ;;C;10
;SKATC     ;Gränsdragningslista;1;KEYSKATC  ;Gränsdragningslista;C;15
;SKATC     ;Gränsdragningslista;2;KEYSKATG  ;Åtgärd;C;15
;SKATC     ;Gränsdragningslista;3;KEYSKATT  ;Ansvar;C;15
;SKATC     ;Gränsdragningslista;4;KEYCMOBJ  ;Objekt;C;15
;SKATC     ;Gränsdragningslista;5;KEYHYOBJ  ;Avtal;C;15
;SKATC     ;Gränsdragningslista;6;TEXT      ;Text;C;200
;SKATC     ;Gränsdragningslista;7;LIABILITY ;Ansvar;I;4
;SKATC     ;Gränsdragningslista;8;TIMESTAMP ;;C;10
;SKATG     ;Skötselåtgärd;1;KEYSKATG  ;Åtgärd;C;15
;SKATG     ;Skötselåtgärd;2;KEYSKGRP  ;Undergrupp;C;15
;SKATG     ;Skötselåtgärd;3;KEYSKYRK  ;Yrkeskategori;C;15
;SKATG     ;Skötselåtgärd;4;KEYSKEGR  ;Egen åtgärdsgrupp;C;15
;SKATG     ;Skötselåtgärd;5;KEYCMUNI  ;Enhet;C;15
;SKATG     ;Skötselåtgärd;6;KEYSKDMV  ;Veckomall;C;15
;SKATG     ;Skötselåtgärd;7;KEYSKDMD  ;Dagmall;C;15
;SKATG     ;Skötselåtgärd;8;KEYSKDMV2 ;Week template (own);C;15
;SKATG     ;Skötselåtgärd;9;KEYSKDMD2 ;Day template (own);C;15
;SKATG     ;Skötselåtgärd;10;KEYSKAFA  ;AFF Huvudgrupp;C;15
;SKATG     ;Skötselåtgärd;11;KEYSKAFB  ;AFF Åtgärdsgrupp nivå 1;C;15
;SKATG     ;Skötselåtgärd;12;KEYSKAFC  ;AFF Åtgärdsgrupp nivå 2;C;15
;SKATG     ;Skötselåtgärd;13;KEYSKPRI  ;Prioritet;C;15
;SKATG     ;Skötselåtgärd;14;ATGARD    ;Åtgärd;C;30
;SKATG     ;Skötselåtgärd;15;TEXT1     ;Text 1;C;40
;SKATG     ;Skötselåtgärd;16;TEXT2     ;Text 2;C;40
;SKATG     ;Skötselåtgärd;17;KLARTEXT  ;Klartext;C;40
;SKATG     ;Skötselåtgärd;18;TIDOVRIGA ;Enhetstid;N;20
;SKATG     ;Skötselåtgärd;19;FAKTOR    ;Faktor;N;20
;SKATG     ;Skötselåtgärd;20;TIMEDEC   ;Maximal tidsbesparing;N;20
;SKATG     ;Skötselåtgärd;21;MTRLPRIS  ;Materialpris;Y;8
;SKATG     ;Skötselåtgärd;22;PRIS      ;Pris;Y;8
;SKATG     ;Skötselåtgärd;23;PRIORITET ;Prioritet;I;4
;SKATG     ;Skötselåtgärd;24;OWNTIME   ;Own hours;N;20
;SKATG     ;Skötselåtgärd;25;BOUGHTTIME;Internally bought hours;N;20
;SKATG     ;Skötselåtgärd;26;EXTSERVICE;External bought services;Y;8
;SKATG     ;Skötselåtgärd;27;SKUNDUSED ;Aktiv i periodiska arbeten;I;4
;SKATG     ;Skötselåtgärd;28;SKUNKUSED ;Aktiv i kalkyl;I;4
;SKATG     ;Skötselåtgärd;29;ACTIONTYPE;Åtgärdstyp;I;4
;SKATG     ;Skötselåtgärd;30;REPABKOD  ;Systemstandard;I;4
;SKATG     ;Skötselåtgärd;31;TIMESTAMP ;;C;10
;SKATT     ;Ansvar;1;KEYSKATT  ;Ansvar;C;15
;SKATT     ;Ansvar;2;CAPTION   ;Ansvar;C;100
;SKATT     ;Ansvar;3;SORTORDER ;Sortering;I;4
;SKATT     ;Ansvar;4;TIMESTAMP ;;C;10
;SKBOM     ;Besiktningsomfattning;1;KEYSKBOM  ;Besiktningsomfattning;C;15
;SKBOM     ;Besiktningsomfattning;2;CODE      ;Besiktningsomfattning;C;10
;SKBOM     ;Besiktningsomfattning;3;CAPTION   ;Benämning;C;30
;SKBOM     ;Besiktningsomfattning;4;DATUM     ;Datum;T;8
;SKBOM     ;Besiktningsomfattning;5;ANTAL     ;Antal;I;4
;SKBOM     ;Besiktningsomfattning;6;TIMESTAMP ;;C;10
;SKBOR     ;Besiktningsomfattning, rader;1;KEYSKBOR  ;Besiktningsomfattning, rader;C;15
;SKBOR     ;Besiktningsomfattning, rader;2;KEYSKBOM  ;Besiktningsomfattning;C;15
;SKBOR     ;Besiktningsomfattning, rader;3;KEYCMOBJ  ;Objekt;C;15
;SKBOR     ;Besiktningsomfattning, rader;4;TIMESTAMP ;;C;10
;SKDMD     ;Dagmall;1;KEYSKDMD  ;Dagmall;C;15
;SKDMD     ;Dagmall;2;CAPTION   ;Dagmall;C;60
;SKDMD     ;Dagmall;3;D1        ;Måndag, antal gånger;I;4
;SKDMD     ;Dagmall;4;D2        ;Tisdag, antal gånger;I;4
;SKDMD     ;Dagmall;5;D3        ;Onsdag, antal gånger;I;4
;SKDMD     ;Dagmall;6;D4        ;Torsdag, antal gånger;I;4
;SKDMD     ;Dagmall;7;D5        ;Fredag, antal gånger;I;4
;SKDMD     ;Dagmall;8;D6        ;Lördag, antal gånger;I;4
;SKDMD     ;Dagmall;9;D7        ;Söndag, antal gånger;I;4
;SKDMD     ;Dagmall;10;TIMESTAMP ;;C;10
;SKDMV     ;Veckomall;1;KEYSKDMV  ;Veckomall;C;15
;SKDMV     ;Veckomall;2;KEYSKDMD  ;Dagmall;C;15
;SKDMV     ;Veckomall;3;CAPTION   ;Veckomall;C;60
;SKDMV     ;Veckomall;4;V1        ;Vecka 1;I;4
;SKDMV     ;Veckomall;5;V3        ;Vecka 3;I;4
;SKDMV     ;Veckomall;6;V4        ;Vecka 4;I;4
;SKDMV     ;Veckomall;7;V5        ;Vecka 5;I;4
;SKDMV     ;Veckomall;8;V6        ;Vecka 6;I;4
;SKDMV     ;Veckomall;9;V7        ;Vecka 7;I;4
;SKDMV     ;Veckomall;10;V8        ;Vecka 8;I;4
;SKDMV     ;Veckomall;11;V9        ;Vecka 9;I;4
;SKDMV     ;Veckomall;12;V10       ;Vecka 10;I;4
;SKDMV     ;Veckomall;13;V11       ;Vecka 11;I;4
;SKDMV     ;Veckomall;14;V12       ;Vecka 12;I;4
;SKDMV     ;Veckomall;15;V13       ;Vecka 13;I;4
;SKDMV     ;Veckomall;16;V14       ;Vecka 14;I;4
;SKDMV     ;Veckomall;17;V2        ;Vecka 2;I;4
;SKDMV     ;Veckomall;18;V15       ;Vecka 15;I;4
;SKDMV     ;Veckomall;19;V16       ;Vecka 16;I;4
;SKDMV     ;Veckomall;20;V17       ;Vecka 17;I;4
;SKDMV     ;Veckomall;21;V18       ;Vecka 18;I;4
;SKDMV     ;Veckomall;22;V19       ;Vecka 19;I;4
;SKDMV     ;Veckomall;23;V20       ;Vecka 20;I;4
;SKDMV     ;Veckomall;24;V21       ;Vecka 21;I;4
;SKDMV     ;Veckomall;25;V22       ;Vecka 22;I;4
;SKDMV     ;Veckomall;26;V23       ;Vecka 23;I;4
;SKDMV     ;Veckomall;27;V24       ;Vecka 24;I;4
;SKDMV     ;Veckomall;28;V25       ;Vecka 25;I;4
;SKDMV     ;Veckomall;29;V26       ;Vecka 26;I;4
;SKDMV     ;Veckomall;30;V27       ;Vecka 27;I;4
;SKDMV     ;Veckomall;31;V28       ;Vecka 28;I;4
;SKDMV     ;Veckomall;32;V29       ;Vecka 29;I;4
;SKDMV     ;Veckomall;33;V30       ;Vecka 30;I;4
;SKDMV     ;Veckomall;34;V31       ;Vecka 31;I;4
;SKDMV     ;Veckomall;35;V32       ;Vecka 32;I;4
;SKDMV     ;Veckomall;36;V33       ;Vecka 33;I;4
;SKDMV     ;Veckomall;37;V34       ;Vecka 34;I;4
;SKDMV     ;Veckomall;38;V35       ;Vecka 35;I;4
;SKDMV     ;Veckomall;39;V36       ;Vecka 36;I;4
;SKDMV     ;Veckomall;40;V37       ;Vecka 37;I;4
;SKDMV     ;Veckomall;41;V38       ;Vecka 38;I;4
;SKDMV     ;Veckomall;42;V39       ;Vecka 39;I;4
;SKDMV     ;Veckomall;43;V40       ;Vecka 40;I;4
;SKDMV     ;Veckomall;44;V41       ;Vecka 41;I;4
;SKDMV     ;Veckomall;45;V42       ;Vecka 42;I;4
;SKDMV     ;Veckomall;46;V43       ;Vecka 43;I;4
;SKDMV     ;Veckomall;47;V44       ;Vecka 44;I;4
;SKDMV     ;Veckomall;48;V45       ;Vecka 45;I;4
;SKDMV     ;Veckomall;49;V46       ;Vecka 46;I;4
;SKDMV     ;Veckomall;50;V47       ;Vecka 47;I;4
;SKDMV     ;Veckomall;51;V48       ;Vecka 48;I;4
;SKDMV     ;Veckomall;52;V49       ;Vecka 49;I;4
;SKDMV     ;Veckomall;53;V50       ;Vecka 50;I;4
;SKDMV     ;Veckomall;54;V51       ;Vecka 51;I;4
;SKDMV     ;Veckomall;55;V52       ;Vecka 52;I;4
;SKDMV     ;Veckomall;56;V53       ;Vecka 53;I;4
;SKDMV     ;Veckomall;57;TIMESTAMP ;;C;10
;SKEGR     ;Egen åtgärdsgrupp;1;KEYSKEGR  ;Egen åtgärdsgrupp;C;15
;SKEGR     ;Egen åtgärdsgrupp;2;CODE      ;Egen åtgärdsgrupp;C;10
;SKEGR     ;Egen åtgärdsgrupp;3;CAPTION   ;Benämning;C;30
;SKEGR     ;Egen åtgärdsgrupp;4;TIMESTAMP ;;C;10
;SKGRP     ;Huvudgrupp;1;KEYSKGRP  ;Huvudgrupp;C;15
;SKGRP     ;Huvudgrupp;2;KEYBARET  ;Resursplaneringstyp;C;15
;SKGRP     ;Huvudgrupp;3;CAPTION   ;Huvudgrupp;C;30
;SKGRP     ;Huvudgrupp;4;STUNDUSED ;Use in Cleaning;I;4
;SKGRP     ;Huvudgrupp;5;REPABKOD  ;Systemstandard;I;4
;SKGRP     ;Huvudgrupp;6;TIMESTAMP ;;C;10
;SKKAL     ;Kalkyl;1;KEYSKKAL  ;Kalkyl;C;15
;SKKAL     ;Kalkyl;2;KEYSYUSR  ;Användare;C;15
;SKKAL     ;Kalkyl;3;KEYCMOBJ  ;Objekt;C;15
;SKKAL     ;Kalkyl;4;KEYCMCTC  ;Kontakt;C;15
;SKKAL     ;Kalkyl;5;KEYCMVAT  ;Mängdtyp;C;15
;SKKAL     ;Kalkyl;6;CODE      ;Kalkyl;C;10
;SKKAL     ;Kalkyl;7;CAPTION   ;Benämning;C;60
;SKKAL     ;Kalkyl;8;TENDERDATE;Anbudsdatum;T;8
;SKKAL     ;Kalkyl;9;TENDERTO  ;Giltig t.o.m;T;8
;SKKAL     ;Kalkyl;10;ACCR      ;Läsa;I;4
;SKKAL     ;Kalkyl;11;ACCW      ;Ändra;I;4
;SKKAL     ;Kalkyl;12;STATUS    ;Status;I;4
;SKKAL     ;Kalkyl;13;TIMESTAMP ;;C;10
;SKKAV     ;Kalkylversion;1;KEYSKKAV  ;Delkalkyl;C;15
;SKKAV     ;Kalkylversion;2;KEYSKKAL  ;Kalkyl;C;15
;SKKAV     ;Kalkylversion;3;KEYSYUSR  ;Användare;C;15
;SKKAV     ;Kalkylversion;4;KEYCMVAT  ;Mängdtyp;C;15
;SKKAV     ;Kalkylversion;5;CODE      ;Delkalkyl;C;10
;SKKAV     ;Kalkylversion;6;CAPTION   ;Benämning;C;60
;SKKAV     ;Kalkylversion;7;STATUS    ;Gällande;I;4
;SKKAV     ;Kalkylversion;8;TIMESTAMP ;;C;10
;SKKOS     ;Kostnad;1;KEYSKKOS  ;Kostnad;C;15
;SKKOS     ;Kostnad;2;KEYSKKAV  ;Delkalkyl;C;15
;SKKOS     ;Kostnad;3;KEYSKKOT  ;Kostnadstyp;C;15
;SKKOS     ;Kostnad;4;ANTAL     ;Antal;N;20
;SKKOS     ;Kostnad;5;APRIS     ;à-pris;Y;8
;SKKOS     ;Kostnad;6;SUMMA     ;Summa;Y;8
;SKKOS     ;Kostnad;7;TEXT      ;Text;C;60
;SKKOS     ;Kostnad;8;SORTORDER ;Sortering;I;4
;SKKOS     ;Kostnad;9;TIMESTAMP ;;C;10
;SKKOT     ;Kostnadstyp;1;KEYSKKOT  ;Kostnadstyp;C;15
;SKKOT     ;Kostnadstyp;2;KEYCMUNI  ;Enhet;C;15
;SKKOT     ;Kostnadstyp;3;CODE      ;Kostnadstyp;C;10
;SKKOT     ;Kostnadstyp;4;CAPTION   ;Benämning;C;30
;SKKOT     ;Kostnadstyp;5;APRIS     ;à-pris;Y;8
;SKKOT     ;Kostnadstyp;6;TIMESTAMP ;;C;10
;SKPAS     ;Påslag;1;KEYSKPAS  ;Påslag;C;15
;SKPAS     ;Påslag;2;KEYSKPAT  ;Påslagstyp;C;15
;SKPAS     ;Påslag;3;KEYSKKAV  ;Kalkylversion;C;15
;SKPAS     ;Påslag;4;PASLAG    ;Påslag;N;20
;SKPAS     ;Påslag;5;TEXT      ;Text;C;60
;SKPAS     ;Påslag;6;SORTORDER ;Sortering;I;4
;SKPAS     ;Påslag;7;TIMESTAMP ;;C;10
;SKPAT     ;Påslagstyp;1;KEYSKPAT  ;Påslagstyp;C;15
;SKPAT     ;Påslagstyp;2;CODE      ;Påslagstyp;C;10
;SKPAT     ;Påslagstyp;3;CAPTION   ;Benämning;C;30
;SKPAT     ;Påslagstyp;4;PASLAG    ;Påslag;N;20
;SKPAT     ;Påslagstyp;5;ANVANDNING;Användning;I;4
;SKPAT     ;Påslagstyp;6;ACKUMULERA;Ackumulera;I;4
;SKPAT     ;Påslagstyp;7;TIMESTAMP ;;C;10
;SKPIN     ;Skötselpaketsinnehåll;1;KEYSKPIN  ;Åtgärdspaketsinnehåll;C;15
;SKPIN     ;Skötselpaketsinnehåll;2;KEYSKPKT  ;Åtgärdspaket;C;15
;SKPIN     ;Skötselpaketsinnehåll;3;KEYSKATG  ;Åtgärd;C;15
;SKPIN     ;Skötselpaketsinnehåll;4;KEYSKYRK  ;Yrkeskategori;C;15
;SKPIN     ;Skötselpaketsinnehåll;5;KEYSKDMV  ;Dimensioneringsmall veckor;C;15
;SKPIN     ;Skötselpaketsinnehåll;6;KEYSKDMD  ;Dimensioneringsmall dagar;C;15
;SKPIN     ;Skötselpaketsinnehåll;7;KEYCMVAT  ;Mängdtyp;C;15
;SKPIN     ;Skötselpaketsinnehåll;8;MANGD     ;Mängd;N;20
;SKPIN     ;Skötselpaketsinnehåll;9;PRIORITET ;Prioritet;I;4
;SKPIN     ;Skötselpaketsinnehåll;10;TIMESTAMP ;;C;10
;SKPKT     ;Skötselpaket;1;KEYSKPKT  ;Skötselpaket;C;15
;SKPKT     ;Skötselpaket;2;CODE      ;Skötselpaket;C;30
;SKPKT     ;Skötselpaket;3;CAPTION   ;Benämning;C;50
;SKPKT     ;Skötselpaket;4;TIMESTAMP ;;C;10
;SKPRI     ;Priority;1;KEYSKPRI  ;Priority;C;15
;SKPRI     ;Priority;2;CODE      ;Priority;C;10
;SKPRI     ;Priority;3;CAPTION   ;Caption;C;30
;SKPRI     ;Priority;4;TIMESTAMP ;;C;10
;SKUND     ;Periodiska arbeten;1;KEYSKUND  ;Periodiska arbeten;C;15
;SKUND     ;Periodiska arbeten;2;KEYSKATG  ;Åtgärd;C;15
;SKUND     ;Periodiska arbeten;3;KEYCMOBJ  ;Placering;C;15
;SKUND     ;Periodiska arbeten;4;KEYSKGRP  ;Huvudgrupp;C;15
;SKUND     ;Periodiska arbeten;5;KEYSKYRK  ;Yrkeskategori;C;15
;SKUND     ;Periodiska arbeten;6;KEYSKDMV  ;Veckomall;C;15
;SKUND     ;Periodiska arbeten;7;KEYSKDMD  ;Dagmall;C;15
;SKUND     ;Periodiska arbeten;8;KEYCMVAT  ;Mängdtyp;C;15
;SKUND     ;Periodiska arbeten;9;KEYSKEGR  ;Egen åtgärdsgrupp;C;15
;SKUND     ;Periodiska arbeten;10;KEYCMCTC  ;Resurs;C;15
;SKUND     ;Periodiska arbeten;11;KEYCMRGR  ;Resursgrupp;C;15
;SKUND     ;Periodiska arbeten;12;KEYHYOBJ  ;Sålda avtal;C;15
;SKUND     ;Periodiska arbeten;13;KEYSKPRI  ;Prioritet;C;15
;SKUND     ;Periodiska arbeten;14;MANGD     ;Mängd;N;20
;SKUND     ;Periodiska arbeten;15;PRIORITET ;Prioritet;I;4
;SKUND     ;Periodiska arbeten;16;SVARIGHET ;Svårighet;N;20
;SKUND     ;Periodiska arbeten;17;TEXT      ;Text;C;30
;SKUND     ;Periodiska arbeten;18;TIMEUNIT  ;Enhet;I;4
;SKUND     ;Periodiska arbeten;19;PERIOD    ;Periodicitet;I;4
;SKUND     ;Periodiska arbeten;20;FDATE     ;Från datum;T;8
;SKUND     ;Periodiska arbeten;21;TDATE     ;To date;T;8
;SKUND     ;Periodiska arbeten;22;OWNTIME   ;Own hours;N;20
;SKUND     ;Periodiska arbeten;23;BOUGHTTIME;Internally bought hours;N;20
;SKUND     ;Periodiska arbeten;24;EXTSERVICE;External bought services;Y;8
;SKUND     ;Periodiska arbeten;25;MTRLPRIS  ;Cost of material;Y;8
;SKUND     ;Periodiska arbeten;26;V1        ;Vecka 1;I;4
;SKUND     ;Periodiska arbeten;27;V2        ;Vecka 2;I;4
;SKUND     ;Periodiska arbeten;28;V3        ;Vecka 3;I;4
;SKUND     ;Periodiska arbeten;29;V4        ;Vecka 4;I;4
;SKUND     ;Periodiska arbeten;30;V5        ;Vecka 5;I;4
;SKUND     ;Periodiska arbeten;31;V6        ;Vecka 6;I;4
;SKUND     ;Periodiska arbeten;32;V7        ;Vecka 7;I;4
;SKUND     ;Periodiska arbeten;33;V8        ;Vecka 8;I;4
;SKUND     ;Periodiska arbeten;34;V9        ;Vecka 9;I;4
;SKUND     ;Periodiska arbeten;35;V10       ;Vecka 10;I;4
;SKUND     ;Periodiska arbeten;36;V11       ;Vecka 11;I;4
;SKUND     ;Periodiska arbeten;37;V12       ;Vecka 12;I;4
;SKUND     ;Periodiska arbeten;38;V13       ;Vecka 13;I;4
;SKUND     ;Periodiska arbeten;39;V14       ;Vecka 14;I;4
;SKUND     ;Periodiska arbeten;40;V15       ;Vecka 15;I;4
;SKUND     ;Periodiska arbeten;41;V16       ;Vecka 16;I;4
;SKUND     ;Periodiska arbeten;42;V17       ;Vecka 17;I;4
;SKUND     ;Periodiska arbeten;43;V18       ;Vecka 18;I;4
;SKUND     ;Periodiska arbeten;44;V19       ;Vecka 19;I;4
;SKUND     ;Periodiska arbeten;45;V20       ;Vecka 20;I;4
;SKUND     ;Periodiska arbeten;46;V21       ;Vecka 21;I;4
;SKUND     ;Periodiska arbeten;47;V22       ;Vecka 22;I;4
;SKUND     ;Periodiska arbeten;48;V23       ;Vecka 23;I;4
;SKUND     ;Periodiska arbeten;49;V24       ;Vecka 24;I;4
;SKUND     ;Periodiska arbeten;50;V25       ;Vecka 25;I;4
;SKUND     ;Periodiska arbeten;51;V26       ;Vecka 26;I;4
;SKUND     ;Periodiska arbeten;52;V27       ;Vecka 27;I;4
;SKUND     ;Periodiska arbeten;53;V28       ;Vecka 28;I;4
;SKUND     ;Periodiska arbeten;54;V29       ;Vecka 29;I;4
;SKUND     ;Periodiska arbeten;55;V30       ;Vecka 30;I;4
;SKUND     ;Periodiska arbeten;56;V31       ;Vecka 31;I;4
;SKUND     ;Periodiska arbeten;57;V32       ;Vecka 32;I;4
;SKUND     ;Periodiska arbeten;58;V33       ;Vecka 33;I;4
;SKUND     ;Periodiska arbeten;59;V34       ;Vecka 34;I;4
;SKUND     ;Periodiska arbeten;60;V35       ;Vecka 35;I;4
;SKUND     ;Periodiska arbeten;61;V36       ;Vecka 36;I;4
;SKUND     ;Periodiska arbeten;62;V37       ;Vecka 37;I;4
;SKUND     ;Periodiska arbeten;63;V38       ;Vecka 38;I;4
;SKUND     ;Periodiska arbeten;64;V39       ;Vecka 39;I;4
;SKUND     ;Periodiska arbeten;65;V40       ;Vecka 40;I;4
;SKUND     ;Periodiska arbeten;66;V41       ;Vecka 41;I;4
;SKUND     ;Periodiska arbeten;67;V42       ;Vecka 42;I;4
;SKUND     ;Periodiska arbeten;68;V43       ;Vecka 43;I;4
;SKUND     ;Periodiska arbeten;69;V44       ;Vecka 44;I;4
;SKUND     ;Periodiska arbeten;70;V45       ;Vecka 45;I;4
;SKUND     ;Periodiska arbeten;71;V46       ;Vecka 46;I;4
;SKUND     ;Periodiska arbeten;72;V47       ;Vecka 47;I;4
;SKUND     ;Periodiska arbeten;73;V48       ;Vecka 48;I;4
;SKUND     ;Periodiska arbeten;74;V49       ;Vecka 49;I;4
;SKUND     ;Periodiska arbeten;75;V50       ;Vecka 50;I;4
;SKUND     ;Periodiska arbeten;76;V51       ;Vecka 51;I;4
;SKUND     ;Periodiska arbeten;77;V52       ;Vecka 52;I;4
;SKUND     ;Periodiska arbeten;78;V53       ;Vecka 53;I;4
;SKUND     ;Periodiska arbeten;79;D1        ;Måndag, antal gånger;I;4
;SKUND     ;Periodiska arbeten;80;D2        ;Tisdag, antal gånger;I;4
;SKUND     ;Periodiska arbeten;81;D3        ;Onsdag, antal gånger;I;4
;SKUND     ;Periodiska arbeten;82;D4        ;Torsdag, antal gånger;I;4
;SKUND     ;Periodiska arbeten;83;D5        ;Fredag, antal gånger;I;4
;SKUND     ;Periodiska arbeten;84;D6        ;Lördag, antal gånger;I;4
;SKUND     ;Periodiska arbeten;85;D7        ;Söndag, antal gånger;I;4
;SKUND     ;Periodiska arbeten;86;TIMESTAMP ;;C;10
;SKUNK     ;Kalkylerat underhåll;1;KEYSKUNK  ;Kalkylerat underhåll;C;15
;SKUNK     ;Kalkylerat underhåll;2;KEYSKYRK  ;Yrkeskategori;C;15
;SKUNK     ;Kalkylerat underhåll;3;KEYSKKAV  ;Delkalkyl;C;15
;SKUNK     ;Kalkylerat underhåll;4;KEYSKATG  ;Åtgärd;C;15
;SKUNK     ;Kalkylerat underhåll;5;KEYCMOBJ  ;Objekt;C;15
;SKUNK     ;Kalkylerat underhåll;6;KEYCMVAT  ;Mängdtyp;C;15
;SKUNK     ;Kalkylerat underhåll;7;MANGD     ;Mängd;N;20
;SKUNK     ;Kalkylerat underhåll;8;SVARIGHET ;Svårighet;N;20
;SKUNK     ;Kalkylerat underhåll;9;TEXT      ;Text;C;30
;SKUNK     ;Kalkylerat underhåll;10;TIMEOTHER ;Tid övriga;N;20
;SKUNK     ;Kalkylerat underhåll;11;FACTOR    ;Faktor;N;20
;SKUNK     ;Kalkylerat underhåll;12;LIABILITY ;Ansvar;I;4
;SKUNK     ;Kalkylerat underhåll;13;TOTALTIME ;Total tid;N;20
;SKUNK     ;Kalkylerat underhåll;14;V1        ;Vecka 1;I;4
;SKUNK     ;Kalkylerat underhåll;15;V2        ;Vecka 2;I;4
;SKUNK     ;Kalkylerat underhåll;16;V3        ;Vecka 3;I;4
;SKUNK     ;Kalkylerat underhåll;17;V4        ;Vecka 4;I;4
;SKUNK     ;Kalkylerat underhåll;18;V5        ;Vecka 5;I;4
;SKUNK     ;Kalkylerat underhåll;19;V6        ;Vecka 6;I;4
;SKUNK     ;Kalkylerat underhåll;20;V7        ;Vecka 7;I;4
;SKUNK     ;Kalkylerat underhåll;21;V8        ;Vecka 8;I;4
;SKUNK     ;Kalkylerat underhåll;22;V9        ;Vecka 9;I;4
;SKUNK     ;Kalkylerat underhåll;23;V10       ;Vecka 10;I;4
;SKUNK     ;Kalkylerat underhåll;24;V11       ;Vecka 11;I;4
;SKUNK     ;Kalkylerat underhåll;25;V12       ;Vecka 12;I;4
;SKUNK     ;Kalkylerat underhåll;26;V13       ;Vecka 13;I;4
;SKUNK     ;Kalkylerat underhåll;27;V14       ;Vecka 14;I;4
;SKUNK     ;Kalkylerat underhåll;28;V15       ;Vecka 15;I;4
;SKUNK     ;Kalkylerat underhåll;29;V16       ;Vecka 16;I;4
;SKUNK     ;Kalkylerat underhåll;30;V17       ;Vecka 17;I;4
;SKUNK     ;Kalkylerat underhåll;31;V18       ;Vecka 18;I;4
;SKUNK     ;Kalkylerat underhåll;32;V19       ;Vecka 19;I;4
;SKUNK     ;Kalkylerat underhåll;33;V20       ;Vecka 20;I;4
;SKUNK     ;Kalkylerat underhåll;34;V21       ;Vecka 21;I;4
;SKUNK     ;Kalkylerat underhåll;35;V22       ;Vecka 22;I;4
;SKUNK     ;Kalkylerat underhåll;36;V23       ;Vecka 23;I;4
